,Touches,Take-Ons,Carries,Receiving,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
271,Jefferson Lerma,co COL,MF,Crystal Palace,30-093,1994,12.4,695,46,198,386,119,17,695,8,4,50.0,3,37.5,332,1252,575,7,6,0,6,9,418,22,Matches,,,,,,
272,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-066,2004,15.6,1029,37,186,520,331,41,1029,14,6,42.9,8,57.1,607,3060,1637,32,26,8,17,16,745,57,Matches,,,,,,
273,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-339,2001,19.3,820,58,231,298,299,48,820,59,20,33.9,32,54.2,454,3390,1789,58,36,25,31,12,517,99,Matches,,,,,,
274,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-122,2006,5.1,333,8,57,185,97,6,333,10,5,50.0,3,30.0,184,768,416,9,4,1,2,3,221,14,Matches,,,,,,
275,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-167,1999,16.5,1154,124,585,539,33,19,1154,2,1,50.0,1,50.0,798,3413,1527,4,1,0,3,2,861,4,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
276,Pedro Lima,br BRA,DF,Wolves,18-209,2006,0.6,33,0,6,6,21,2,33,1,0,0.0,1,100.0,13,74,47,3,2,1,1,0,20,8,Matches,,,,,,
277,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,30-193,1994,0.7,51,6,26,19,6,2,51,0,0,,0,,19,121,73,0,0,0,0,0,29,1,Matches,,,,,,
278,Jesper Lindstrøm,dk DEN,FW,Everton,24-332,2000,8.9,426,12,82,131,222,26,426,31,7,22.6,20,64.5,199,1148,596,24,12,6,21,16,235,54,Matches,,,,,,
279,Valentino Livramento,eng ENG,DF,Newcastle Utd,22-075,2002,17.6,1125,75,385,503,257,12,1125,31,14,45.2,12,38.7,599,3482,1726,42,25,5,13,25,626,59,Matches,,,,,,
280,Sean Longstaff,eng ENG,MF,Newcastle Utd,27-088,1997,8.0,385,19,98,176,114,21,385,6,2,33.3,3,50.0,222,1080,408,4,10,2,7,7,276,20,Matches,,,,,,
281,Saša Lukić,rs SRB,MF,Fulham,28-166,1996,14.8,882,35,199,523,168,6,882,10,5,50.0,3,30.0,509,2805,1367,24,27,3,9,4,591,11,Matches,,,,,,
282,Joe Lumley,eng ENG,GK,Southampton,29-346,1995,3.0,164,116,161,3,0,0,164,0,0,,0,,103,476,296,0,0,0,0,0,108,0,Matches,,,,,,
283,Massimo Luongo,au AUS,MF,Ipswich Town,32-123,1992,1.9,72,9,32,24,16,1,72,0,0,,0,,38,140,25,0,0,0,2,3,41,1,Matches,,,,,,
284,Ian Maatsen,nl NED,DF,Aston Villa,22-322,2002,4.0,303,18,81,121,104,19,303,10,5,50.0,5,50.0,156,879,447,9,5,5,10,7,178,30,Matches,,,,,,
285,Alexis Mac Allister,ar ARG,MF,Liverpool,26-033,1998,17.4,1166,31,178,613,385,42,1166,30,12,40.0,15,50.0,596,2478,1285,22,28,2,16,17,803,49,Matches,,,,,,
286,James Maddison,eng ENG,MF,Tottenham,28-064,1996,14.4,1068,19,151,478,450,61,1068,53,25,47.2,22,41.5,738,3653,1673,34,30,14,17,17,822,69,Matches,,,,,,
287,Noni Madueke,eng ENG,FW,Chelsea,22-322,2002,15.3,656,10,65,177,426,134,656,64,26,40.6,33,51.6,435,3716,2357,102,37,63,36,21,501,164,Matches,,,,,,
288,Gabriel Magalhães,br BRA,DF,Arsenal,27-038,1997,20.1,1436,156,534,743,165,34,1436,4,4,100.0,0,0.0,857,3232,1917,5,15,0,8,2,1061,9,Matches,,,,,,
289,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-263,2001,0.9,61,1,8,37,17,2,61,3,2,66.7,1,33.3,41,240,153,3,2,1,2,0,46,2,Matches,,,,,,
290,Harry Maguire,eng ENG,DF,Manchester Utd,31-327,1993,10.1,697,72,342,332,33,16,697,3,2,66.7,1,33.3,428,2735,1169,4,3,3,5,2,465,1,Matches,,,,,,
291,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-282,2005,13.4,808,16,160,464,191,26,808,37,20,54.1,15,40.5,497,2207,983,17,11,8,23,27,567,30,Matches,,,,,,
292,Tyrell Malacia,nl NED,DF,Manchester Utd,25-162,1999,1.0,58,1,18,25,15,0,58,1,1,100.0,0,0.0,36,188,118,3,2,0,1,2,42,5,Matches,,,,,,
293,Orel Mangala,be BEL,MF,Everton,26-314,1998,14.0,621,22,132,336,157,13,621,24,14,58.3,9,37.5,295,1562,581,6,6,3,12,12,406,20,Matches,,,,,,
294,Ryan Manning,ie IRL,DF,Southampton,28-226,1996,8.5,487,40,132,195,167,18,487,22,8,36.4,10,45.5,244,1103,519,10,8,3,13,5,303,51,Matches,,,,,,
295,Solly March,eng ENG,"MF,DF",Brighton,30-190,1994,0.3,22,0,4,8,10,1,22,1,1,100.0,0,0.0,5,23,3,0,0,0,0,0,8,1,Matches,,,,,,
296,Omar Marmoush,eg EGY,FW,Manchester City,25-354,1999,0.8,26,1,2,9,15,1,26,2,0,0.0,2,100.0,16,80,51,2,0,0,4,0,19,3,Matches,,,,,,
297,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-222,2001,15.2,613,11,62,172,387,111,613,82,24,29.3,45,54.9,391,2916,1551,74,22,32,31,27,448,174,Matches,,,,,,
298,Emiliano Martínez,ar ARG,GK,Aston Villa,32-146,1992,21.5,858,645,851,7,0,0,858,1,1,100.0,0,0.0,519,2658,1656,0,0,0,1,0,476,0,Matches,,,,,,
299,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-008,1998,17.6,1381,145,658,624,109,16,1381,6,5,83.3,1,16.7,905,4551,2749,18,20,2,1,2,960,7,Matches,,,,,,
300,Pape Matar Sarr,sn SEN,MF,Tottenham,22-134,2002,13.1,856,24,184,481,207,14,856,19,8,42.1,9,47.4,547,3214,1357,22,23,4,20,15,618,34,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
301,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-212,1997,18.7,469,18,39,221,219,60,467,27,9,33.3,15,55.6,245,1307,638,26,16,5,38,28,345,83,Matches,,,,,,
302,Stephy Mavididi,eng ENG,FW,Leicester City,26-240,1998,14.2,675,19,99,263,326,48,675,76,28,36.8,42,55.3,454,3323,1778,66,31,20,33,30,485,99,Matches,,,,,,
303,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-046,1997,15.4,1024,149,524,460,47,18,1024,13,7,53.8,4,30.8,563,2861,1580,12,8,1,9,0,657,2,Matches,,,,,,
304,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-073,1997,18.7,1332,84,496,649,207,18,1332,32,21,65.6,9,28.1,740,3534,1777,24,18,2,11,12,818,35,Matches,,,,,,
305,Bryan Mbeumo,cm CMR,FW,Brentford,25-172,1999,21.9,1024,36,159,326,556,85,1021,60,28,46.7,25,41.7,607,3955,2049,75,43,43,60,27,686,214,Matches,,,,,,
306,James Mcatee,eng ENG,"MF,FW",Manchester City,22-100,2002,0.8,59,0,5,25,29,6,59,3,1,33.3,2,66.7,34,213,97,3,1,0,0,1,47,8,Matches,,,,,,
307,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-065,2001,4.3,189,15,45,74,76,15,189,9,1,11.1,5,55.6,111,749,364,13,7,6,5,4,123,36,Matches,,,,,,
308,Alex McCarthy,eng ENG,GK,Southampton,35-054,1989,5.0,174,141,173,1,0,0,174,0,0,,0,,99,477,263,0,0,0,0,0,87,0,Matches,,,,,,
309,John McGinn,sct SCO,"FW,MF",Aston Villa,30-100,1994,13.9,518,8,74,250,199,35,518,27,10,37.0,9,33.3,283,1540,694,22,12,4,24,14,365,59,Matches,,,,,,
310,Dwight McNeil,eng ENG,"MF,FW",Everton,25-065,1999,12.7,619,2,61,267,305,18,619,37,20,54.1,16,43.2,358,2224,930,31,28,4,22,24,416,65,Matches,,,,,,
311,Scott McTominay,sct SCO,MF,Manchester Utd,28-049,1996,0.2,14,1,3,8,3,1,14,1,0,0.0,1,100.0,10,68,44,0,0,0,1,1,9,2,Matches,,,,,,
312,Ben Mee,eng ENG,DF,Brentford,35-127,1989,2.0,135,16,64,61,11,3,135,0,0,,0,,78,404,274,3,1,1,0,0,86,2,Matches,,,,,,
313,Jayden Meghoma,eng ENG,DF,Brentford,18-212,2006,0.1,3,1,2,0,1,0,3,0,0,,0,,1,1,0,0,0,0,0,0,2,0,Matches,,,,,,
314,Mikel Merino,es ESP,MF,Arsenal,28-218,1996,8.4,451,24,95,188,175,39,451,8,4,50.0,2,25.0,232,804,323,4,6,3,12,9,297,47,Matches,,,,,,
315,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-106,1997,22.0,803,147,429,322,55,44,803,1,1,100.0,0,0.0,314,1296,614,2,1,1,1,2,406,3,Matches,,,,,,
316,Lewis Miley,eng ENG,MF,Newcastle Utd,18-270,2006,0.4,50,1,12,32,7,0,50,0,0,,0,,28,120,62,0,0,0,2,0,34,1,Matches,,,,,,
317,James Milner,eng ENG,MF,Brighton,39-022,1986,1.9,92,3,13,48,31,4,92,1,1,100.0,0,0.0,46,223,97,1,1,0,0,0,58,10,Matches,,,,,,
318,Tyrone Mings,eng ENG,DF,Aston Villa,31-319,1993,4.8,342,57,190,143,12,5,342,0,0,,0,,204,1207,586,1,2,0,1,0,251,0,Matches,,,,,,
319,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-188,2004,8.3,338,9,42,96,211,58,338,51,23,45.1,24,47.1,195,1578,967,39,14,30,20,6,196,86,Matches,,,,,,
320,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-147,1999,21.3,1154,71,389,450,326,27,1154,22,10,45.5,9,40.9,540,2562,1179,43,27,5,25,20,606,114,Matches,,,,,,
321,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-251,1997,20.5,964,9,104,338,542,123,964,92,38,41.3,51,55.4,600,4814,2843,108,58,45,38,18,700,225,Matches,,,,,,
322,Jakub Moder,pl POL,MF,Brighton,25-294,1999,0.1,27,2,7,12,9,1,27,0,0,,0,,13,93,62,2,3,0,0,0,14,0,Matches,,,,,,
323,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-168,2007,1.1,51,0,4,9,38,7,51,6,1,16.7,4,66.7,37,309,168,8,2,3,2,3,41,19,Matches,,,,,,
324,Morato,br BRA,DF,Nott'ham Forest,23-210,2001,4.9,216,50,138,64,15,1,216,1,1,100.0,0,0.0,65,304,155,0,2,0,4,1,71,0,Matches,,,,,,
325,Álex Moreno,es ESP,DF,Nott'ham Forest,31-232,1993,9.0,475,50,176,175,135,7,475,19,7,36.8,7,36.8,201,1318,786,23,16,2,11,5,221,29,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
326,Sam Morsy,eg EGY,MF,Ipswich Town,33-138,1991,20.1,1150,59,332,655,173,4,1150,16,11,68.8,4,25.0,602,3173,1316,8,18,1,12,7,781,8,Matches,,,,,,
327,Yerson Mosquera,co COL,DF,Wolves,23-269,2001,4.9,294,43,170,115,12,7,294,0,0,,0,,168,683,322,0,1,0,4,1,182,0,Matches,,,,,,
328,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-016,1999,2.7,119,1,18,65,36,6,119,4,0,0.0,3,75.0,74,323,102,2,2,0,4,4,86,5,Matches,,,,,,
329,Divin Mubama,eng ENG,FW,Manchester City,20-093,2004,0.3,5,0,0,2,3,1,5,0,0,,0,,2,14,0,0,0,0,0,1,3,0,Matches,,,,,,
330,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-021,2001,1.7,62,3,12,15,38,6,62,8,3,37.5,5,62.5,39,468,227,7,8,0,3,7,42,12,Matches,,,,,,
331,Rodrigo Muniz,br BRA,FW,Fulham,23-267,2001,7.0,193,8,16,100,81,33,193,13,4,30.8,6,46.2,97,440,135,4,3,1,26,15,148,22,Matches,,,,,,
332,Daniel Muñoz,co COL,DF,Crystal Palace,28-245,1996,20.0,1155,72,307,484,377,62,1155,36,12,33.3,22,61.1,456,2256,889,29,19,9,34,11,567,131,Matches,,,,,,
333,Arijanet Muric,xk KVX,GK,Ipswich Town,26-080,1998,17.0,649,526,632,18,0,0,649,0,0,,0,,381,1917,1076,0,0,0,2,1,291,0,Matches,,,,,,
334,Murillo,br BRA,DF,Nott'ham Forest,22-206,2002,21.7,1118,264,589,471,70,15,1118,21,17,81.0,4,19.0,484,2496,1505,11,20,1,12,7,555,3,Matches,,,,,,
335,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-337,1995,13.9,675,10,94,265,323,48,675,30,12,40.0,17,56.7,423,2508,1339,47,19,17,20,22,485,119,Matches,,,,,,
336,Vitaliy Mykolenko,ua UKR,DF,Everton,25-242,1999,19.3,931,78,307,399,231,14,931,11,4,36.4,6,54.5,357,1437,816,19,11,0,10,5,450,49,Matches,,,,,,
337,Iliman Ndiaye,sn SEN,FW,Everton,24-326,2000,19.6,792,28,170,325,343,58,791,118,54,45.8,56,47.5,448,3748,1864,67,37,25,40,35,477,91,Matches,,,,,,
338,Wilfred Ndidi,ng NGA,MF,Leicester City,28-041,1996,13.5,735,69,262,339,141,36,735,23,11,47.8,11,47.8,370,1517,579,9,11,2,21,21,436,49,Matches,,,,,,
339,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-041,2005,1.3,55,4,13,26,16,0,55,2,1,50.0,1,50.0,22,85,28,1,0,0,1,0,26,0,Matches,,,,,,
340,Reiss Nelson,eng ENG,FW,Arsenal,25-047,1999,0.0,2,0,1,1,0,0,2,0,0,,0,,1,4,4,0,0,0,0,0,1,0,Matches,,,,,,
341,Reiss Nelson,eng ENG,FW,Fulham,25-047,1999,5.4,347,5,30,110,212,35,347,35,13,37.1,13,37.1,259,1956,960,45,25,21,14,8,274,63,Matches,,,,,,
342,Neto,br BRA,GK,Bournemouth,35-191,1989,2.0,70,60,70,0,0,0,70,0,0,,0,,35,148,99,0,0,0,0,0,28,0,Matches,,,,,,
343,Pedro Neto,pt POR,FW,Chelsea,24-323,2000,12.1,547,5,56,176,323,55,547,59,21,35.6,23,39.0,365,3174,1727,70,32,26,22,12,411,108,Matches,,,,,,
344,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-241,1999,6.8,253,4,26,103,128,38,253,14,7,50.0,5,35.7,153,1198,661,30,16,11,18,11,183,50,Matches,,,,,,
345,Christopher Nkunku,fr FRA,FW,Chelsea,27-073,1997,4.8,206,6,27,73,106,27,206,16,6,37.5,8,50.0,126,584,232,7,4,8,7,5,156,36,Matches,,,,,,
346,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-152,1998,8.9,650,19,111,218,323,45,650,25,11,44.0,10,40.0,399,2275,1212,38,12,20,16,6,468,106,Matches,,,,,,
347,Darwin Núñez,uy URU,FW,Liverpool,25-216,1999,8.9,241,8,32,77,140,50,241,15,8,53.3,6,40.0,135,794,460,19,15,9,13,13,164,58,Matches,,,,,,
348,Ethan Nwaneri,eng ENG,"MF,FW",Arsenal,17-311,2007,3.2,159,2,19,62,80,9,159,13,7,53.8,4,30.8,111,887,464,14,10,5,8,5,117,22,Matches,,,,,,
349,Christian Nørgaard,dk DEN,MF,Brentford,30-322,1994,17.3,1016,105,368,475,181,30,1016,11,5,45.5,4,36.4,490,1822,820,9,9,3,20,13,618,28,Matches,,,,,,
350,Jake O'Brien,ie IRL,DF,Everton,23-256,2001,2.5,136,14,71,50,16,2,136,5,1,20.0,4,80.0,51,235,98,1,1,1,1,0,66,3,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
351,Matt O'Riley,dk DEN,MF,Brighton,24-066,2000,4.7,232,11,39,102,91,23,232,5,2,40.0,3,60.0,104,430,196,7,4,2,7,1,128,24,Matches,,,,,,
352,Dara O'Shea,ie IRL,DF,Ipswich Town,25-328,1999,19.7,1207,229,695,435,79,33,1207,2,1,50.0,1,50.0,568,2340,1114,3,1,0,8,3,704,1,Matches,,,,,,
353,Wilson Odobert,fr FRA,FW,Tottenham,20-059,2004,1.8,105,2,11,29,65,13,105,10,3,30.0,6,60.0,76,626,410,13,10,6,4,4,80,18,Matches,,,,,,
354,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-270,1997,2.6,70,3,11,19,40,6,70,7,1,14.3,3,42.9,41,330,139,7,2,2,4,2,43,15,Matches,,,,,,
355,Caleb Okoli,it ITA,DF,Leicester City,23-197,2001,8.9,587,117,327,242,21,7,587,0,0,,0,,335,1631,750,3,1,0,7,0,346,2,Matches,,,,,,
356,Robin Olsen,se SWE,GK,Aston Villa,35-018,1990,0.5,25,20,25,0,0,0,25,0,0,,0,,11,45,33,0,0,0,0,0,16,0,Matches,,,,,,
357,Amadou Onana,be BEL,MF,Aston Villa,23-163,2001,11.5,615,49,182,349,97,15,615,14,9,64.3,3,21.4,337,1563,756,12,15,0,7,7,397,10,Matches,,,,,,
358,André Onana,cm CMR,GK,Manchester Utd,28-299,1996,22.0,923,666,904,19,0,0,923,0,0,,0,,675,3485,1958,0,0,0,1,0,595,0,Matches,,,,,,
359,Paul Onuachu,ng NGA,FW,Southampton,30-243,1994,5.0,191,8,21,110,62,28,191,16,7,43.8,6,37.5,94,397,149,4,1,1,21,17,154,14,Matches,,,,,,
360,Frank Onyeka,ng NGA,MF,Brentford,27-025,1998,0.3,10,0,1,5,4,0,10,0,0,,0,,6,55,14,0,0,0,2,1,6,0,Matches,,,,,,
361,Lewis Orford,eng ENG,MF,West Ham,18-343,2006,0.4,34,0,5,25,5,2,34,0,0,,0,,19,85,25,0,0,0,0,0,29,1,Matches,,,,,,
362,Stefan Ortega,de GER,GK,Manchester City,32-081,1992,8.0,324,246,322,2,0,0,324,0,0,,0,,209,984,539,0,0,0,0,0,195,0,Matches,,,,,,
363,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-175,2003,0.5,15,0,0,7,8,2,15,1,1,100.0,0,0.0,8,51,14,1,1,0,3,3,9,5,Matches,,,,,,
364,Dango Ouattara,bf BFA,FW,Bournemouth,22-350,2002,12.8,574,41,109,176,299,78,574,45,22,48.9,22,48.9,279,2059,1027,45,19,22,32,20,336,124,Matches,,,,,,
365,Nico O’Reilly,eng ENG,MF,Manchester City,19-311,2005,0.2,17,1,1,12,4,0,17,1,0,0.0,1,100.0,13,83,26,1,1,0,1,0,14,0,Matches,,,,,,
366,Cole Palmer,eng ENG,MF,Chelsea,22-265,2002,22.3,1168,9,86,535,562,84,1165,70,29,41.4,31,44.3,733,4802,2371,73,49,22,43,21,854,122,Matches,,,,,,
367,Emerson Palmieri,it ITA,DF,West Ham,30-176,1994,16.5,957,59,304,407,257,17,957,19,7,36.8,12,63.2,387,2168,1200,28,19,7,18,7,517,57,Matches,,,,,,
368,Lucas Paquetá,br BRA,MF,West Ham,27-152,1997,16.9,1074,37,224,587,273,37,1072,21,10,47.6,11,52.4,519,1799,685,11,19,2,30,37,742,53,Matches,,,,,,
369,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-227,1993,19.6,1379,49,295,730,360,21,1379,16,8,50.0,7,43.8,739,3570,1785,17,21,1,17,11,956,26,Matches,,,,,,
370,Nathan Patterson,sct SCO,"DF,FW",Everton,23-102,2001,1.4,97,4,20,43,36,3,97,7,6,85.7,0,0.0,38,175,106,4,2,2,3,1,50,6,Matches,,,,,,
371,Andreas Pereira,br BRA,MF,Fulham,29-025,1996,13.8,766,12,106,323,346,21,765,16,6,37.5,5,31.3,396,1796,874,13,23,3,17,13,467,47,Matches,,,,,,
372,Ricardo Pereira,pt POR,DF,Leicester City,31-112,1993,1.6,97,3,28,56,13,1,97,0,0,,0,,57,123,33,1,0,1,1,0,55,3,Matches,,,,,,
373,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-055,1995,9.6,527,40,162,276,91,4,527,8,4,50.0,4,50.0,243,1190,468,4,5,0,17,7,293,2,Matches,,,,,,
374,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,22-353,2002,3.7,145,4,27,54,66,14,145,15,4,26.7,8,53.3,75,520,239,7,5,7,7,3,83,17,Matches,,,,,,
375,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,22-353,2002,1.2,38,0,13,14,12,2,38,2,0,0.0,2,100.0,22,185,58,4,2,2,2,3,24,3,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
376,Jordan Pickford,eng ENG,GK,Everton,30-325,1994,22.0,993,643,943,51,0,0,993,0,0,,0,,506,3291,1939,0,0,0,1,0,460,0,Matches,,,,,,
377,Ethan Pinnock,jm JAM,DF,Brentford,31-242,1993,16.0,1055,239,610,347,99,21,1055,9,3,33.3,6,66.7,511,2460,1197,2,3,0,1,4,593,8,Matches,,,,,,
378,Daniel Podence,pt POR,"MF,FW",Wolves,29-097,1995,0.5,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3,Matches,,,,,,
379,Alfie Pond,eng ENG,DF,Wolves,20-331,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0,Matches,,,,,,
380,Nick Pope,eng ENG,GK,Newcastle Utd,32-282,1992,15.0,492,399,485,7,0,0,492,0,0,,0,,268,1444,943,0,0,0,0,1,170,0,Matches,,,,,,
381,Pedro Porro,es ESP,DF,Tottenham,25-135,1999,20.1,1509,91,442,520,557,22,1509,22,7,31.8,13,59.1,780,3672,1905,47,35,3,18,15,874,74,Matches,,,,,,
382,Jarell Quansah,eng ENG,DF,Liverpool,21-363,2003,2.5,200,23,100,82,18,2,200,2,1,50.0,1,50.0,124,732,411,2,3,1,3,2,136,2,Matches,,,,,,
383,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-105,2001,0.6,33,31,33,0,0,0,33,0,0,,0,,18,97,24,0,0,0,0,0,11,0,Matches,,,,,,
384,Aaron Ramsdale,eng ENG,GK,Southampton,26-257,1998,15.0,679,490,668,12,0,0,679,0,0,,0,,445,2255,1382,0,0,0,0,0,400,0,Matches,,,,,,
385,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-243,2001,9.8,428,8,77,157,200,38,428,23,17,73.9,6,26.1,294,1967,911,32,19,11,20,13,332,62,Matches,,,,,,
386,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-087,1997,10.9,440,3,35,189,222,34,440,39,9,23.1,26,66.7,293,1694,728,20,19,12,14,6,341,79,Matches,,,,,,
387,David Raya,es ESP,GK,Arsenal,29-133,1995,23.0,872,547,829,43,0,0,872,0,0,,0,,542,2729,1652,0,0,0,1,0,491,0,Matches,,,,,,
388,Harrison Reed,eng ENG,MF,Fulham,29-365,1995,0.7,56,1,7,19,31,4,56,1,0,0.0,0,0.0,22,70,17,1,1,0,2,2,27,7,Matches,,,,,,
389,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-326,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,
390,Sergio Reguilón,es ESP,DF,Tottenham,28-041,1996,1.0,87,2,25,40,23,2,87,3,1,33.3,0,0.0,46,181,109,2,0,0,1,0,52,9,Matches,,,,,,
391,Bobby Reid,jm JAM,"FW,MF",Leicester City,31-359,1993,3.1,131,8,28,57,46,8,131,5,0,0.0,3,60.0,80,409,214,7,3,3,3,4,86,18,Matches,,,,,,
392,Chadi Riad,ma MAR,DF,Crystal Palace,21-223,2003,1.0,90,5,41,49,1,0,90,0,0,,0,,58,318,232,2,0,0,1,0,69,0,Matches,,,,,,
393,Declan Rice,eng ENG,MF,Arsenal,26-012,1999,18.3,1193,39,197,572,432,40,1193,18,7,38.9,10,55.6,630,4093,2197,60,39,10,21,15,776,53,Matches,,,,,,
394,Chris Richards,us USA,DF,Crystal Palace,24-304,2000,8.9,515,51,262,231,24,5,515,3,0,0.0,3,100.0,249,1048,487,2,1,0,3,2,316,1,Matches,,,,,,
395,Richarlison,br BRA,FW,Tottenham,27-261,1997,1.6,73,2,8,40,25,8,73,6,1,16.7,4,66.7,38,211,99,6,5,1,3,2,56,15,Matches,,,,,,
396,Andrew Robertson,sct SCO,DF,Liverpool,30-321,1994,17.3,1398,57,342,636,429,31,1398,7,2,28.6,4,57.1,749,3322,1928,42,37,3,16,6,944,66,Matches,,,,,,
397,Antonee Robinson,us USA,DF,Fulham,27-171,1997,22.0,1608,86,522,610,501,49,1608,55,25,45.5,20,36.4,849,4580,2710,77,35,22,24,13,955,178,Matches,,,,,,
398,Rodri,es ESP,MF,Manchester City,28-218,1996,0.7,65,1,12,30,24,0,65,1,0,0.0,0,0.0,34,125,42,0,2,0,0,0,49,1,Matches,,,,,,
399,Guido Rodríguez,ar ARG,MF,West Ham,30-289,1994,11.3,614,42,196,364,55,2,614,3,2,66.7,0,0.0,284,988,392,2,5,0,1,6,354,5,Matches,,,,,,
400,Mads Roerslev,dk DEN,DF,Brentford,25-216,1999,11.2,600,47,214,249,139,20,600,17,7,41.2,7,41.2,331,1525,815,16,9,0,9,6,385,54,Matches,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,,,,,,
401,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-184,2002,19.3,761,23,123,338,319,81,761,90,40,44.4,39,43.3,434,3215,1918,67,43,19,62,43,526,104,Matches,,,,,,
402,Cristian Romero,ar ARG,DF,Tottenham,26-274,1998,10.8,981,112,402,531,54,16,981,3,1,33.3,1,33.3,656,3423,2136,10,16,0,4,3,672,2,Matches,,,,,,
403,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-281,2002,13.1,466,17,62,174,242,59,466,45,15,33.3,24,53.3,263,1905,1152,35,28,12,32,23,304,63,Matches,,,,,,
404,José Sá,pt POR,GK,Wolves,32-009,1993,16.0,565,448,558,8,0,0,565,6,6,100.0,0,0.0,351,2206,1365,0,0,0,1,0,270,0,Matches,,,,,,
405,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-143,2001,14.1,733,6,40,163,536,115,732,73,33,45.2,29,39.7,463,3196,1846,72,19,37,24,35,526,195,Matches,,,,,,
