,Standard,Expected,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
397,Bobby Reid,jm JAM,"FW,MF",Leicester City,32-010,1993,4.9,1,5,2,40.0,1.02,0.41,0.20,0.50,25.6,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches,,,,
398,Chadi Riad,ma MAR,DF,Crystal Palace,21-240,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
399,Declan Rice,eng ENG,MF,Arsenal,26-029,1999,19.3,1,24,7,29.2,1.24,0.36,0.04,0.14,20.8,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches,,,,
400,Chris Richards,us USA,DF,Crystal Palace,24-321,2000,10.9,0,4,3,75.0,0.37,0.28,0.00,0.00,12.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
401,Richarlison,br BRA,FW,Tottenham,27-278,1997,3.1,2,6,3,50.0,1.94,0.97,0.33,0.67,8.4,0,0,0,1.2,1.2,0.20,+0.8,+0.8,Matches,,,,
402,Andrew Robertson,sct SCO,DF,Liverpool,30-338,1994,18.3,0,6,2,33.3,0.33,0.11,0.00,0.00,15.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,,,,
403,Antonee Robinson,us USA,DF,Fulham,27-188,1997,24.0,0,15,2,13.3,0.62,0.08,0.00,0.00,21.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,,,,
404,Rodri,es ESP,MF,Manchester City,28-235,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
405,Guido Rodríguez,ar ARG,MF,West Ham,30-306,1994,11.3,0,8,1,12.5,0.71,0.09,0.00,0.00,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,,,,
406,Mads Roerslev,dk DEN,DF,Brentford,25-233,1999,12.2,0,5,2,40.0,0.41,0.16,0.00,0.00,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,,,,
407,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-201,2002,21.1,6,37,11,29.7,1.75,0.52,0.16,0.55,17.1,0,0,0,3.8,3.8,0.10,+2.2,+2.2,Matches,,,,
408,Cristian Romero,ar ARG,DF,Tottenham,26-291,1998,10.8,1,11,4,36.4,1.02,0.37,0.09,0.25,9.4,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches,,,,
409,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-298,2002,14.1,4,42,9,21.4,2.98,0.64,0.10,0.44,15.4,0,0,0,3.5,3.5,0.08,+0.5,+0.5,Matches,,,,
410,José Sá,pt POR,GK,Wolves,32-026,1993,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
411,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-160,2001,14.1,5,45,17,37.8,3.19,1.21,0.09,0.24,15.9,0,1,1,4.2,3.4,0.08,+0.8,+0.6,Matches,,,,
412,Mohamed Salah,eg EGY,FW,Liverpool,32-242,1992,22.5,21,84,38,45.2,3.73,1.69,0.18,0.39,14.8,1,6,6,18.1,13.4,0.16,+2.9,+1.6,Matches,,,,
413,William Saliba,fr FRA,DF,Arsenal,23-325,2001,21.3,2,3,2,66.7,0.14,0.09,0.67,1.00,2.5,0,0,0,1.9,1.9,0.63,+0.1,+0.1,Matches,,,,
414,Robert Sánchez,es ESP,GK,Chelsea,27-086,1997,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
415,Jadon Sancho,eng ENG,FW,Chelsea,24-324,2000,12.4,2,17,4,23.5,1.37,0.32,0.12,0.50,14.5,0,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches,,,,
416,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-072,1997,2.5,0,1,1,100.0,0.41,0.41,0.00,0.00,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
417,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-277,1992,4.7,1,8,6,75.0,1.69,1.26,0.13,0.17,16.5,0,0,0,2.3,2.3,0.29,-1.3,-1.3,Matches,,,,
418,Jeremy Sarmiento,ec ECU,MF,Brighton,22-241,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
419,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-353,1998,17.7,4,34,20,58.8,1.92,1.13,0.12,0.20,15.1,0,0,0,4.4,4.4,0.13,-0.4,-0.4,Matches,,,,
420,Sávio,br BRA,"FW,MF",Manchester City,20-308,2004,13.0,1,38,15,39.5,2.92,1.15,0.03,0.07,18.0,1,0,0,3.1,3.1,0.08,-2.1,-2.1,Matches,,,,
421,Oliver Scarles,eng ENG,DF,West Ham,19-062,2005,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
422,Dane Scarlett,eng ENG,FW,Tottenham,20-325,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
423,Kevin Schade,de GER,FW,Brentford,23-077,2001,12.9,6,31,13,41.9,2.39,1.00,0.19,0.46,11.8,0,0,0,4.6,4.6,0.15,+1.4,+1.4,Matches,,,,
424,Fabian Schär,ch SUI,DF,Newcastle Utd,33-054,1991,18.8,2,20,6,30.0,1.06,0.32,0.10,0.33,18.8,3,0,0,1.5,1.5,0.08,+0.5,+0.5,Matches,,,,
425,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-051,1992,1.1,0,4,2,50.0,3.50,1.75,0.00,0.00,17.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
426,Alex Scott,eng ENG,MF,Bournemouth,21-175,2003,2.9,0,3,1,33.3,1.03,0.34,0.00,0.00,24.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,,,,
427,Matz Sels,be BEL,GK,Nott'ham Forest,32-352,1992,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
428,Nélson Semedo,pt POR,DF,Wolves,31-088,1993,18.9,0,9,4,44.4,0.48,0.21,0.00,0.00,25.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,,,,
429,Antoine Semenyo,gh GHA,FW,Bournemouth,25-036,2000,22.4,7,91,28,30.8,4.06,1.25,0.08,0.25,16.6,0,0,0,7.5,7.5,0.08,-0.5,-0.5,Matches,,,,
430,Marcos Senesi,ar ARG,DF,Bournemouth,27-278,1997,10.2,0,2,0,0.0,0.20,0.00,0.00,,6.0,0,0,0,0.8,0.8,0.40,-0.8,-0.8,Matches,,,,
431,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,24-270,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
432,Luke Shaw,eng ENG,DF,Manchester Utd,29-215,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
433,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-218,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
434,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-186,1994,21.3,2,25,9,36.0,1.17,0.42,0.08,0.22,12.5,0,0,0,2.9,2.9,0.11,-0.9,-0.9,Matches,,,,
435,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-195,1999,7.9,1,15,3,20.0,1.90,0.38,0.07,0.33,14.2,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches,,,,
436,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-285,2006,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
437,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-100,2005,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
438,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-240,1999,2.3,1,12,6,50.0,5.19,2.60,0.08,0.17,15.7,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,,,,
439,Oliver Skipp,eng ENG,MF,Leicester City,24-149,2000,8.5,0,3,1,33.3,0.35,0.12,0.00,0.00,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,,,,
440,William Smallbone,ie IRL,MF,Southampton,24-357,2000,3.6,0,4,0,0.0,1.12,0.00,0.00,,19.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,,,,
441,Adam Smith,eng ENG,DF,Bournemouth,33-289,1991,11.5,0,1,0,0.0,0.09,0.00,0.00,,10.2,0,0,0,0.6,0.6,0.60,-0.6,-0.6,Matches,,,,
442,Emile Smith Rowe,eng ENG,MF,Fulham,24-199,2000,15.9,4,26,7,26.9,1.63,0.44,0.15,0.57,15.8,0,0,0,3.4,3.4,0.13,+0.6,+0.6,Matches,,,,
443,Dominic Solanke,eng ENG,FW,Tottenham,27-151,1997,17.8,7,46,19,41.3,2.59,1.07,0.15,0.37,12.3,0,0,0,8.5,8.5,0.19,-1.5,-1.5,Matches,,,,
444,Carlos Soler,es ESP,"MF,FW",West Ham,28-041,1997,11.0,1,19,5,26.3,1.73,0.45,0.05,0.20,19.7,1,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches,,,,
445,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-165,1999,2.7,1,10,5,50.0,3.73,1.87,0.10,0.20,18.9,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches,,,,
446,Tomáš Souček,cz CZE,MF,West Ham,29-351,1995,18.9,5,37,9,24.3,1.95,0.48,0.14,0.56,11.4,0,0,0,3.6,3.6,0.10,+1.4,+1.4,Matches,,,,
447,Boubakary Soumaré,fr FRA,MF,Leicester City,25-351,1999,13.3,0,5,0,0.0,0.38,0.00,0.00,,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,,,,
448,Djed Spence,eng ENG,DF,Tottenham,24-187,2000,7.6,0,4,0,0.0,0.53,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,,,,
449,Jay Stansfield,eng ENG,MF,Fulham,22-080,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
450,Jason Steele,eng ENG,GK,Brighton,34-178,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
451,Jack Stephens,eng ENG,DF,Southampton,31-016,1994,8.9,0,2,0,0.0,0.22,0.00,0.00,,7.9,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches,,,,
452,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-066,1994,2.4,0,7,0,0.0,2.89,0.00,0.00,,12.6,1,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches,,,,
453,Ross Stewart,sct SCO,"FW,MF",Southampton,28-216,1996,1.5,0,2,0,0.0,1.36,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,,,,
454,Jakub Stolarczyk,pl POL,GK,Leicester City,24-055,2000,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
455,John Stones,eng ENG,"DF,MF",Manchester City,30-260,1994,5.1,2,2,2,100.0,0.39,0.39,1.00,1.00,5.1,0,0,0,0.4,0.4,0.22,+1.6,+1.6,Matches,,,,
456,Jørgen Strand Larsen,no NOR,FW,Wolves,25-006,2000,20.4,7,35,23,65.7,1.72,1.13,0.20,0.30,11.8,0,0,0,6.3,6.3,0.18,+0.7,+0.7,Matches,,,,
457,Yukinari Sugawara,jp JPN,DF,Southampton,24-229,2000,13.0,1,9,2,22.2,0.69,0.15,0.11,0.50,19.6,1,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches,,,,
458,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22-363,2002,3.4,0,7,2,28.6,2.06,0.59,0.00,0.00,16.9,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,,,,
459,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-105,2001,8.7,1,14,4,28.6,1.60,0.46,0.07,0.25,13.4,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches,,,,
460,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-141,1995,10.9,4,21,12,57.1,1.93,1.10,0.19,0.33,14.0,0,0,0,3.4,3.4,0.16,+0.6,+0.6,Matches,,,,
461,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-110,2000,16.2,3,43,13,30.2,2.65,0.80,0.07,0.23,17.5,1,0,0,5.6,5.6,0.13,-2.6,-2.6,Matches,,,,
462,Matt Targett,eng ENG,DF,Newcastle Utd,29-147,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
463,James Tarkowski,eng ENG,DF,Everton,32-085,1992,22.9,0,11,3,27.3,0.48,0.13,0.00,0.00,8.6,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches,,,,
464,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-327,1999,13.1,1,36,10,27.8,2.76,0.77,0.03,0.10,20.6,3,0,0,4.4,4.4,0.12,-3.4,-3.4,Matches,,,,
465,Charlie Taylor,eng ENG,DF,Southampton,31-147,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
466,Jack Taylor,ie IRL,MF,Ipswich Town,26-234,1998,4.6,1,12,4,33.3,2.58,0.86,0.08,0.25,23.9,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches,,,,
467,Kenny Tete,nl NED,DF,Fulham,29-126,1995,14.0,0,18,2,11.1,1.28,0.14,0.00,0.00,16.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,,,,
468,Thiago,br BRA,FW,Brentford,23-231,2001,1.5,0,1,0,0.0,0.68,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,,,,
469,Luke Thomas,eng ENG,DF,Leicester City,23-247,2001,2.0,0,1,0,0.0,0.50,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
470,Youri Tielemans,be BEL,MF,Aston Villa,27-281,1997,22.7,1,22,5,22.7,0.97,0.22,0.05,0.20,22.3,0,0,1,2.2,1.4,0.06,-1.2,-0.4,Matches,,,,
471,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-252,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
472,Jurriën Timber,nl NED,DF,Arsenal,23-240,2001,19.5,1,12,3,25.0,0.62,0.15,0.08,0.33,15.3,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,,,,
473,Jean-Clair Todibo,fr FRA,DF,West Ham,25-044,1999,9.6,0,2,0,0.0,0.21,0.00,0.00,,12.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,,,,
474,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-177,1995,0.5,0,1,0,0.0,1.91,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
475,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-099,1998,0.1,0,1,0,0.0,12.86,0.00,0.00,,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
476,Sandro Tonali,it ITA,MF,Newcastle Utd,24-280,2000,16.2,1,22,7,31.8,1.36,0.43,0.05,0.14,17.9,2,0,0,3.1,3.1,0.14,-2.1,-2.1,Matches,,,,
477,Pau Torres,es ESP,DF,Aston Villa,28-027,1997,17.2,0,8,2,25.0,0.46,0.12,0.00,0.00,11.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,,,,
478,Conor Townsend,eng ENG,"DF,MF",Ipswich Town,31-345,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
479,Adama Traoré,es ESP,FW,Fulham,29-018,1996,12.6,2,30,9,30.0,2.38,0.71,0.07,0.22,14.4,0,0,0,3.5,3.5,0.12,-1.5,-1.5,Matches,,,,
480,Mark Travers,ie IRL,GK,Bournemouth,25-270,1999,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
481,Ryan Trevitt,eng ENG,MF,Brentford,21-337,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
482,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-146,1990,6.0,0,1,0,0.0,0.17,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,,,,
483,Leandro Trossard,be BEL,FW,Arsenal,30-070,1994,16.1,4,36,11,30.6,2.24,0.68,0.11,0.36,16.7,0,0,0,3.7,3.7,0.10,+0.3,+0.3,Matches,,,,
484,Kostas Tsimikas,gr GRE,DF,Liverpool,28-276,1996,3.8,0,2,1,50.0,0.52,0.26,0.00,0.00,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,,,,
485,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-090,1997,10.9,0,3,0,0.0,0.28,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,,,,
486,Destiny Udogie,it ITA,DF,Tottenham,22-076,2002,15.9,0,5,1,20.0,0.31,0.06,0.00,0.00,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,,,,
487,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-307,2001,12.0,0,6,1,16.7,0.50,0.08,0.00,0.00,20.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,,,,
488,Lesley Ugochukwu,fr FRA,MF,Southampton,20-323,2004,8.3,0,4,0,0.0,0.48,0.00,0.00,,21.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,,,,
489,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-278,1997,3.8,2,20,7,35.0,5.22,1.83,0.10,0.29,14.6,3,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches,,,,
490,Virgil van Dijk,nl NED,DF,Liverpool,33-219,1991,23.0,1,18,6,33.3,0.78,0.26,0.06,0.17,13.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches,,,,
491,Jamie Vardy,eng ENG,FW,Leicester City,38-032,1987,19.7,7,39,14,35.9,1.98,0.71,0.15,0.43,11.9,0,1,1,8.4,7.6,0.19,-1.4,-1.6,Matches,,,,
492,Renato Veiga,pt POR,"DF,MF",Chelsea,21-198,2003,2.0,0,3,1,33.3,1.49,0.50,0.00,0.00,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,,,,
493,Joël Veltman,nl NED,DF,Brighton,33-028,1992,17.3,0,5,0,0.0,0.29,0.00,0.00,,22.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,,,,
494,Micky van de Ven,nl NED,DF,Tottenham,23-299,2001,8.8,0,5,1,20.0,0.57,0.11,0.00,0.00,10.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,,,,
495,Bart Verbruggen,nl NED,GK,Brighton,22-178,2002,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
496,Jannik Vestergaard,dk DEN,DF,Leicester City,32-193,1992,14.0,0,2,1,50.0,0.14,0.07,0.00,0.00,10.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
497,Guglielmo Vicario,it ITA,GK,Tottenham,28-128,1996,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
498,Carlos Vinícius,br BRA,MF,Fulham,29-324,1995,0.0,0,1,1,100.0,22.50,22.50,0.00,0.00,17.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,,,,
499,Kyle Walker,eng ENG,DF,Manchester City,34-260,1990,10.8,0,5,2,40.0,0.46,0.19,0.00,0.00,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,,,,
500,Kyle Walker-Peters,eng ENG,DF,Southampton,27-305,1997,21.8,0,16,5,31.3,0.73,0.23,0.00,0.00,19.5,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
501,Christian Walton,eng ENG,GK,Ipswich Town,29-095,1995,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
502,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-078,1997,22.0,2,12,3,25.0,0.54,0.14,0.17,0.67,15.4,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches,,,,
503,Danny Ward,wls WAL,GK,Leicester City,31-235,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
504,James Ward-Prowse,eng ENG,MF,West Ham,30-103,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
505,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-103,1994,4.4,0,2,1,50.0,0.45,0.23,0.00,0.00,29.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,,,,
506,Ollie Watkins,eng ENG,FW,Aston Villa,29-044,1995,18.2,10,57,24,42.1,3.13,1.32,0.14,0.33,11.9,0,2,2,11.5,10.0,0.17,-1.5,-2.0,Matches,,,,
507,Adam Webster,eng ENG,DF,Brighton,30-039,1995,1.9,0,1,1,100.0,0.54,0.54,0.00,0.00,15.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,,,,
508,Danny Welbeck,eng ENG,FW,Brighton,34-078,1990,15.1,6,39,14,35.9,2.59,0.93,0.15,0.43,15.9,7,0,0,6.0,6.0,0.15,0.0,0.0,Matches,,,,
509,Welington,br BRA,DF,Southampton,23-359,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
510,Timo Werner,de GER,"FW,MF",Tottenham,28-343,1996,5.6,0,8,3,37.5,1.42,0.53,0.00,0.00,18.2,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches,,,,
511,Adam Wharton,eng ENG,MF,Crystal Palace,20-255,2004,6.9,0,9,5,55.6,1.30,0.72,0.00,0.00,25.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,,,,
512,Ben White,eng ENG,DF,Arsenal,27-127,1997,7.7,0,4,1,25.0,0.52,0.13,0.00,0.00,23.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,,,,
513,Mats Wieffer,nl NED,MF,Brighton,25-088,1999,5.2,1,5,2,40.0,0.96,0.38,0.20,0.50,11.0,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches,,,,
514,Neco Williams,wls WAL,DF,Nott'ham Forest,23-305,2001,14.8,1,21,6,28.6,1.42,0.40,0.05,0.17,20.1,1,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches,,,,
515,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-176,1999,6.9,0,12,2,16.7,1.73,0.29,0.00,0.00,17.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,,,,
516,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-351,1992,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
517,Harry Wilson,wls WAL,"FW,MF",Fulham,27-327,1997,9.3,5,28,9,32.1,3.00,0.97,0.18,0.56,17.2,1,0,0,3.2,3.2,0.12,+1.8,+1.8,Matches,,,,
518,Harry Winks,eng ENG,MF,Leicester City,29-010,1996,16.2,0,9,3,33.3,0.56,0.19,0.00,0.00,29.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,,,,
519,Ben Winterburn,eng ENG,MF,Bournemouth,20-161,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,,,,
520,Yoane Wissa,cd COD,FW,Brentford,28-162,1996,18.5,11,50,23,46.0,2.71,1.25,0.22,0.48,14.7,0,0,0,11.2,11.2,0.22,-0.2,-0.2,Matches,,,,
521,Chris Wood,nz NZL,FW,Nott'ham Forest,33-067,1991,21.3,17,42,24,57.1,1.97,1.13,0.33,0.58,14.3,0,3,3,10.3,7.9,0.19,+6.7,+6.1,Matches,,,,
522,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-257,2002,6.4,0,2,0,0.0,0.31,0.00,0.00,,5.9,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,,,,
523,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-114,1998,8.2,0,1,0,0.0,0.12,0.00,0.00,,12.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,,,,
524,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-348,2004,6.9,0,8,1,12.5,1.15,0.14,0.00,0.00,17.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,,,,
525,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-083,1997,16.2,1,24,7,29.2,1.48,0.43,0.04,0.14,18.4,0,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,,
526,Leny Yoro,fr FRA,DF,Manchester Utd,19-091,2005,6.1,0,5,1,20.0,0.83,0.17,0.00,0.00,8.6,0,0,0,0.7,0.7,0.15,-0.7,-0.7,Matches,,,,
527,Ashley Young,eng ENG,DF,Everton,39-218,1985,16.5,1,5,3,60.0,0.30,0.18,0.20,0.33,26.9,3,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,,,,
528,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-164,2002,24.0,0,7,0,0.0,0.29,0.00,0.00,,9.2,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches,,,,
