,Playing Time,Performance,Expected,Progression,Per 90 Minutes,,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1,Max Aarons,eng ENG,DF,Bournemouth,25-022,2000,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
2,Joshua Acheampong,eng ENG,DF,Chelsea,18-266,2006,2,2,160,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,7,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,,,,,,,
3,Tyler Adams,us USA,MF,Bournemouth,25-347,1999,13,8,776,8.6,0,3,3,0,0,0,4,0,1.1,1.1,0.7,1.8,5,35,2,0.00,0.35,0.35,0.00,0.35,0.12,0.08,0.21,0.12,0.21,Matches,,,,,,,
4,Tosin Adarabioyo,eng ENG,DF,Chelsea,27-124,1997,11,8,733,8.1,1,0,1,1,0,0,2,0,0.6,0.6,0.0,0.6,1,20,1,0.12,0.00,0.12,0.12,0.12,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,
5,Simon Adingra,ci CIV,"FW,MF",Brighton,23-025,2002,15,6,553,6.1,2,1,3,2,0,0,0,0,1.4,1.4,0.9,2.3,20,8,72,0.33,0.16,0.49,0.33,0.49,0.23,0.15,0.38,0.23,0.38,Matches,,,,,,,
6,Emmanuel Agbadou,ci CIV,DF,Wolves,27-223,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,
7,Asher Agbinone,eng ENG,MF,Crystal Palace,19-120,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.29,0.50,0.79,0.29,0.79,Matches,,,,,,,
8,Ola Aina,ng NGA,DF,Nott'ham Forest,28-110,1996,23,23,"1,991",22.1,2,1,3,2,0,0,2,0,0.6,0.6,0.6,1.1,45,78,40,0.09,0.05,0.14,0.09,0.14,0.03,0.03,0.05,0.03,0.05,Matches,,,,,,,
9,Rayan Aït-Nouri,dz ALG,DF,Wolves,23-234,2001,22,22,"1,881",20.9,3,5,8,3,0,0,6,1,1.5,1.5,2.3,3.8,52,73,102,0.14,0.24,0.38,0.14,0.38,0.07,0.11,0.18,0.07,0.18,Matches,,,,,,,
10,Kristoffer Ajer,no NOR,DF,Brentford,26-284,1998,10,9,717,8.0,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,15,27,16,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.15,0.06,0.15,Matches,,,,,,,
11,Manuel Akanji,ch SUI,DF,Manchester City,29-191,1995,19,19,"1,617",18.0,0,0,0,0,0,0,3,0,0.5,0.5,0.4,0.9,36,126,6,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,,,,,,,
12,Nathan Aké,nl NED,DF,Manchester City,29-343,1995,9,7,602,6.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,11,39,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,
13,Carlos Alcaraz,ar ARG,MF,Southampton,22-057,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,Matches,,,,,,,
14,Trent Alexander-Arnold,eng ENG,DF,Liverpool,26-111,1998,21,20,"1,665",18.5,1,6,7,1,0,0,4,0,1.0,1.0,6.3,7.4,40,155,75,0.05,0.32,0.38,0.05,0.38,0.05,0.34,0.40,0.05,0.40,Matches,,,,,,,
15,Alisson,br BRA,GK,Liverpool,32-116,1992,14,14,"1,248",13.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,,
16,Miguel Almirón,py PAR,FW,Newcastle Utd,30-351,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.8,3,6,18,0.00,0.00,0.00,0.00,0.00,0.30,0.14,0.44,0.30,0.44,Matches,,,,,,,
17,Edson Álvarez,mx MEX,MF,West Ham,27-094,1997,18,13,"1,141",12.7,0,0,0,0,0,0,7,1,0.2,0.2,0.6,0.8,14,50,13,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.02,0.06,Matches,,,,,,,
18,Will Alves,eng ENG,FW,Leicester City,19-358,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
19,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18-192,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29,Matches,,,,,,,
20,Joachim Andersen,dk DEN,DF,Crystal Palace,28-240,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,
21,Joachim Andersen,dk DEN,DF,Fulham,28-240,1996,13,13,"1,143",12.7,0,0,0,0,0,0,2,1,0.2,0.2,0.2,0.5,6,52,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,,,,,,,
22,Elliot Anderson,eng ENG,MF,Nott'ham Forest,22-081,2002,22,18,"1,471",16.3,1,5,6,1,0,0,5,0,1.1,1.1,2.8,3.9,33,72,57,0.06,0.31,0.37,0.06,0.37,0.07,0.17,0.24,0.07,0.24,Matches,,,,,,,
23,André,br BRA,MF,Wolves,23-194,2001,18,16,"1,222",13.6,0,0,0,0,0,0,3,0,0.1,0.1,0.5,0.6,5,46,4,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches,,,,,,,
24,Michail Antonio,jm JAM,FW,West Ham,34-304,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches,,,,,,,
25,Antony,br BRA,"DF,MF",Manchester Utd,24-337,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.65,0.08,0.73,0.65,0.73,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
26,Julian Araujo,mx MEX,DF,Bournemouth,23-166,2001,8,5,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
27,Cameron Archer,eng ENG,FW,Southampton,23-189,2001,21,10,"1,047",11.6,2,0,2,2,0,1,0,0,4.4,3.6,0.3,4.0,14,11,46,0.17,0.00,0.17,0.17,0.17,0.38,0.03,0.41,0.31,0.34,Matches,,,,,,,
28,Alphonse Areola,fr FRA,GK,West Ham,31-334,1993,11,10,910,10.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
29,Joe Aribo,ng NGA,MF,Southampton,28-189,1996,22,14,"1,375",15.3,2,0,2,2,0,0,1,0,2.3,2.3,1.5,3.8,29,53,53,0.13,0.00,0.13,0.13,0.13,0.15,0.10,0.25,0.15,0.25,Matches,,,,,,,
30,Adam Armstrong,eng ENG,"FW,MF",Southampton,27-351,1997,20,15,"1,248",13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches,,,,,,,
31,Harrison Armstrong,eng ENG,MF,Everton,18-007,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.00,0.00,0.00,0.00,0.00,0.69,0.14,0.82,0.69,0.82,Matches,,,,,,,
32,Kepa Arrizabalaga,es ESP,GK,Bournemouth,30-115,1994,16,16,"1,440",16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
33,Brandon Austin,eng ENG,GK,Tottenham,26-018,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
34,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,27-167,1997,18,2,248,2.8,1,0,1,1,0,0,0,0,1.7,1.7,0.1,1.8,5,4,13,0.36,0.00,0.36,0.36,0.36,0.60,0.04,0.64,0.60,0.64,Matches,,,,,,,
35,Yasin Ayari,se SWE,MF,Brighton,21-112,2003,20,14,"1,267",14.1,0,0,0,0,0,0,3,0,1.4,1.4,1.2,2.6,19,45,50,0.00,0.00,0.00,0.00,0.00,0.10,0.08,0.18,0.10,0.18,Matches,,,,,,,
36,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,33-137,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,1.96,0.21,2.17,1.96,2.17,Matches,,,,,,,
37,Jordan Ayew,gh GHA,"FW,MF",Leicester City,33-137,1991,19,11,994,11.0,4,0,4,3,1,1,4,0,2.6,1.9,0.5,2.3,21,20,49,0.36,0.00,0.36,0.27,0.27,0.24,0.04,0.28,0.17,0.21,Matches,,,,,,,
38,Benoît Badiashile,fr FRA,DF,Chelsea,23-306,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
39,Leon Bailey,jm JAM,"FW,MF",Aston Villa,27-170,1997,18,12,925,10.3,1,2,3,1,0,0,2,0,1.3,1.3,1.5,2.7,45,29,90,0.10,0.19,0.29,0.10,0.29,0.12,0.14,0.27,0.12,0.27,Matches,,,,,,,
40,Carlos Baleba,cm CMR,MF,Brighton,21-023,2004,20,18,"1,520",16.9,2,1,3,2,0,0,7,1,1.3,1.3,0.7,2.0,27,76,17,0.12,0.06,0.18,0.12,0.18,0.08,0.04,0.12,0.08,0.12,Matches,,,,,,,
41,Ross Barkley,eng ENG,MF,Aston Villa,31-052,1993,16,3,554,6.2,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,32,8,0.49,0.16,0.65,0.49,0.65,0.27,0.09,0.37,0.27,0.37,Matches,,,,,,,
42,Harvey Barnes,eng ENG,FW,Newcastle Utd,27-048,1997,20,6,782,8.7,5,1,6,5,0,0,0,0,3.0,3.0,2.4,5.4,42,41,82,0.58,0.12,0.69,0.58,0.69,0.34,0.28,0.62,0.34,0.62,Matches,,,,,,,
43,Calvin Bassey,ng NGA,DF,Fulham,25-026,1999,21,21,"1,890",21.0,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.7,17,70,11,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches,,,,,,,
44,Jan Bednarek,pl POL,DF,Southampton,28-289,1996,19,19,"1,692",18.8,2,0,2,2,0,0,4,0,0.6,0.6,0.5,1.1,4,46,1,0.11,0.00,0.11,0.11,0.11,0.03,0.02,0.06,0.03,0.06,Matches,,,,,,,
45,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26-213,1998,21,10,860,9.6,1,2,3,1,0,0,3,0,0.8,0.8,0.6,1.3,23,19,45,0.10,0.21,0.31,0.10,0.31,0.08,0.06,0.14,0.08,0.14,Matches,,,,,,,
46,Rodrigo Bentancur,uy URU,MF,Tottenham,27-215,1997,12,9,688,7.6,2,0,2,2,0,0,5,0,0.8,0.8,0.1,0.9,7,51,8,0.26,0.00,0.26,0.26,0.26,0.10,0.02,0.12,0.10,0.12,Matches,,,,,,,
47,Sander Berge,no NOR,MF,Fulham,26-347,1998,15,11,"1,047",11.6,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,9,52,1,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches,,,,,,,
48,Lucas Bergvall,se SWE,MF,Tottenham,18-359,2006,15,4,472,5.2,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,12,23,11,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches,,,,,,,
49,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,22-041,2002,19,19,"1,667",18.5,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,27,49,44,0.00,0.05,0.05,0.00,0.05,0.02,0.06,0.08,0.02,0.08,Matches,,,,,,,
50,Beto,gw GNB,FW,Everton,26-361,1998,14,1,317,3.5,1,0,1,1,0,0,1,0,1.7,1.7,0.0,1.7,5,2,19,0.28,0.00,0.28,0.28,0.28,0.49,0.00,0.49,0.49,0.49,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
51,Philip Billing,dk DEN,MF,Bournemouth,28-229,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.0,1.6,3,15,13,0.00,0.00,0.00,0.00,0.00,0.28,0.51,0.79,0.28,0.79,Matches,,,,,,,
52,Yves Bissouma,ml MLI,MF,Tottenham,28-149,1996,17,11,969,10.8,2,0,2,2,0,0,5,0,0.4,0.4,0.2,0.6,15,64,2,0.19,0.00,0.19,0.19,0.19,0.03,0.02,0.05,0.03,0.05,Matches,,,,,,,
53,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,21-021,2004,4,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,7,8,8,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,,,,,,,
54,Willy Boly,ci CIV,DF,Nott'ham Forest,33-358,1991,4,1,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,,,,,,,
55,Sven Botman,nl NED,DF,Newcastle Utd,25-014,2000,3,3,224,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,
56,Jarrod Bowen,eng ENG,"FW,MF",West Ham,28-037,1996,19,19,"1,655",18.4,5,4,9,4,1,1,1,0,4.7,3.9,4.1,8.0,67,62,112,0.27,0.22,0.49,0.22,0.44,0.25,0.22,0.48,0.21,0.44,Matches,,,,,,,
57,Conor Bradley,nir NIR,DF,Liverpool,21-201,2003,8,1,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,11,11,15,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches,,,,,,,
58,Jarrad Branthwaite,eng ENG,DF,Everton,22-213,2002,15,13,"1,178",13.1,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.4,6,31,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches,,,,,,,
59,James Bree,eng ENG,DF,Southampton,27-107,1997,10,7,575,6.4,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.8,8,20,28,0.00,0.16,0.16,0.00,0.16,0.01,0.12,0.13,0.01,0.13,Matches,,,,,,,
60,Ben Brereton,cl CHI,FW,Southampton,25-283,1999,10,4,449,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,12,9,42,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20,Matches,,,,,,,
61,Nathan Broadhead,wls WAL,"MF,FW",Ipswich Town,26-296,1998,8,3,318,3.5,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,11,10,15,0.00,0.00,0.00,0.00,0.00,0.19,0.11,0.30,0.19,0.30,Matches,,,,,,,
62,Armando Broja,al ALB,FW,Everton,23-138,2001,5,2,159,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,2,15,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.13,0.06,0.13,Matches,,,,,,,
63,David Brooks,wls WAL,FW,Bournemouth,27-202,1997,16,5,507,5.6,2,0,2,2,0,0,3,0,1.6,1.6,1.5,3.1,18,12,50,0.36,0.00,0.36,0.36,0.36,0.29,0.26,0.55,0.29,0.55,Matches,,,,,,,
64,Emi Buendía,ar ARG,"MF,FW",Aston Villa,28-032,1996,11,0,80,0.9,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,2,5,5,0.00,0.00,0.00,0.00,0.00,0.72,0.02,0.74,0.72,0.74,Matches,,,,,,,
65,Santiago Bueno,uy URU,DF,Wolves,26-078,1998,16,15,"1,331",14.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,22,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,
66,Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,20-034,2004,19,12,"1,132",12.6,4,2,6,4,0,0,5,0,3.2,3.2,2.8,6.1,33,40,54,0.32,0.16,0.48,0.32,0.48,0.26,0.23,0.48,0.26,0.48,Matches,,,,,,,
67,Cameron Burgess,au AUS,DF,Ipswich Town,29-097,1995,10,10,900,10.0,0,1,1,0,0,0,0,0,0.7,0.7,0.3,1.0,2,27,3,0.00,0.10,0.10,0.00,0.10,0.07,0.03,0.10,0.07,0.10,Matches,,,,,,,
68,Dan Burn,eng ENG,DF,Newcastle Utd,32-262,1992,22,22,"1,980",22.0,0,0,0,0,0,0,6,0,0.9,0.9,0.2,1.1,3,38,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,,,,,,,
69,Wes Burns,wls WAL,"FW,DF",Ipswich Town,30-064,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0.00,0.10,0.10,0.00,0.10,0.05,0.16,0.21,0.05,0.21,Matches,,,,,,,
70,Moisés Caicedo,ec ECU,MF,Chelsea,23-085,2001,23,23,"2,035",22.6,1,2,3,1,0,0,6,0,0.6,0.6,2.2,2.8,22,120,25,0.04,0.09,0.13,0.04,0.13,0.02,0.10,0.12,0.02,0.12,Matches,,,,,,,
71,Tom Cairney,sct SCO,MF,Fulham,34-006,1991,16,2,388,4.3,1,0,1,1,0,0,2,1,0.1,0.1,0.7,0.8,12,43,18,0.23,0.00,0.23,0.23,0.23,0.03,0.16,0.19,0.03,0.19,Matches,,,,,,,
72,Jens Cajuste,se SWE,MF,Ipswich Town,25-169,1999,16,13,966,10.7,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,15,27,7,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,,,,,,,
