,Playing Time,Performance,Expected,Progression,Per 90 Minutes,,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
292,Noni Madueke,eng ENG,FW,Chelsea,22-339,2002,22,18,"1,433",15.9,7,3,10,7,0,0,3,0,7.6,7.6,3.5,11.1,107,51,177,0.44,0.19,0.63,0.44,0.63,0.48,0.22,0.70,0.48,0.70,Matches,,,,,,,
293,Gabriel Magalhães,br BRA,DF,Arsenal,27-055,1997,22,22,"1,898",21.1,3,1,4,3,0,0,3,0,2.5,2.5,0.8,3.3,5,94,9,0.14,0.05,0.19,0.14,0.19,0.12,0.04,0.15,0.12,0.15,Matches,,,,,,,
294,Edmond-Paris Maghoma,eng ENG,MF,Brentford,23-280,2001,5,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
295,Harry Maguire,eng ENG,DF,Manchester Utd,31-344,1993,17,12,"1,088",12.1,0,0,0,0,0,0,7,0,0.6,0.6,0.2,0.8,4,37,3,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches,,,,,,,
296,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-299,2005,18,15,"1,285",14.3,0,0,0,0,0,0,5,0,0.5,0.5,1.5,2.0,19,52,35,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.14,0.04,0.14,Matches,,,,,,,
297,Tyrell Malacia,nl NED,DF,Manchester Utd,25-179,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,
298,Donyell Malen,nl NED,FW,Aston Villa,26-034,1999,2,0,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,5,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches,,,,,,,
299,Orel Mangala,be BEL,MF,Everton,26-331,1998,19,14,"1,261",14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.00,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Matches,,,,,,,
300,Ryan Manning,ie IRL,DF,Southampton,28-243,1996,13,10,761,8.5,0,0,0,0,0,0,1,0,0.1,0.1,1.3,1.5,10,8,51,0.00,0.00,0.00,0.00,0.00,0.02,0.16,0.18,0.02,0.18,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
301,Solly March,eng ENG,"MF,DF",Brighton,30-207,1994,2,0,25,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,Matches,,,,,,,
302,Omar Marmoush,eg EGY,"FW,MF",Manchester City,26-005,1999,2,2,144,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,4,3,9,0.00,0.00,0.00,0.00,0.00,0.11,0.34,0.44,0.11,0.44,Matches,,,,,,,
303,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-239,2001,22,16,"1,458",16.2,6,3,9,6,0,0,1,0,4.1,4.1,2.9,6.9,78,28,184,0.37,0.19,0.56,0.37,0.56,0.25,0.18,0.43,0.25,0.43,Matches,,,,,,,
304,Emiliano Martínez,ar ARG,GK,Aston Villa,32-163,1992,24,24,"2,115",23.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
305,Lisandro Martínez,ar ARG,DF,Manchester Utd,27-025,1998,20,20,"1,751",19.5,2,1,3,2,0,0,7,0,1.3,1.3,1.1,2.4,23,117,7,0.10,0.05,0.15,0.10,0.15,0.07,0.06,0.13,0.07,0.13,Matches,,,,,,,
306,Pape Matar Sarr,sn SEN,MF,Tottenham,22-151,2002,24,15,"1,255",13.9,2,2,4,2,0,0,4,0,2.4,2.4,1.3,3.7,22,66,37,0.14,0.14,0.29,0.14,0.29,0.17,0.09,0.26,0.17,0.26,Matches,,,,,,,
307,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-229,1997,24,22,"1,862",20.7,10,1,11,8,2,2,2,0,9.7,8.2,2.1,10.2,27,33,90,0.48,0.05,0.53,0.39,0.44,0.47,0.10,0.57,0.39,0.49,Matches,,,,,,,
308,Stephy Mavididi,eng ENG,FW,Leicester City,26-257,1998,22,14,"1,290",14.3,3,1,4,3,0,0,2,0,1.5,1.5,2.4,3.9,68,51,103,0.21,0.07,0.28,0.21,0.28,0.11,0.16,0.27,0.11,0.27,Matches,,,,,,,
309,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-063,1997,20,15,"1,405",15.6,0,0,0,0,0,0,4,1,0.9,0.9,0.5,1.4,12,46,2,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches,,,,,,,
310,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-090,1997,24,22,"1,833",20.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,0.9,26,79,41,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.05,0.02,0.05,Matches,,,,,,,
311,Bryan Mbeumo,cm CMR,FW,Brentford,25-189,1999,24,24,"2,154",23.9,14,3,17,10,4,4,2,0,7.9,4.8,5.7,10.4,84,91,233,0.58,0.13,0.71,0.42,0.54,0.33,0.24,0.57,0.20,0.44,Matches,,,,,,,
312,James Mcatee,eng ENG,"MF,FW",Manchester City,22-117,2002,7,0,89,1.0,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,3,3,8,1.01,0.00,1.01,1.01,1.01,0.80,0.00,0.80,0.80,0.80,Matches,,,,,,,
313,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-082,2001,11,4,386,4.3,0,1,1,0,0,0,1,0,0.6,0.6,0.4,0.9,13,8,36,0.00,0.23,0.23,0.00,0.23,0.13,0.08,0.21,0.13,0.21,Matches,,,,,,,
314,Alex McCarthy,eng ENG,GK,Southampton,35-071,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
315,John McGinn,sct SCO,"MF,FW",Aston Villa,30-117,1994,20,17,"1,362",15.1,0,3,3,0,0,0,4,0,1.9,1.9,2.5,4.3,22,62,62,0.00,0.20,0.20,0.00,0.20,0.12,0.16,0.29,0.12,0.29,Matches,,,,,,,
316,Dwight McNeil,eng ENG,"MF,FW",Everton,25-082,1999,13,13,"1,140",12.7,3,3,6,3,0,0,1,0,0.9,0.9,3.5,4.4,31,60,65,0.24,0.24,0.47,0.24,0.47,0.07,0.27,0.34,0.07,0.34,Matches,,,,,,,
317,Scott McTominay,sct SCO,MF,Manchester Utd,28-066,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches,,,,,,,
318,Ben Mee,eng ENG,DF,Brentford,35-144,1989,6,2,177,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
319,Jayden Meghoma,eng ENG,DF,Brentford,18-229,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
320,Mikel Merino,es ESP,MF,Arsenal,28-235,1996,16,8,767,8.5,2,1,3,2,0,0,2,0,2.2,2.2,0.9,3.1,5,42,47,0.23,0.12,0.35,0.23,0.35,0.25,0.11,0.36,0.25,0.36,Matches,,,,,,,
321,Nikola Milenković,rs SRB,DF,Nott'ham Forest,27-123,1997,23,23,"2,070",23.0,2,1,3,2,0,0,2,0,3.1,3.1,0.2,3.3,2,37,4,0.09,0.04,0.13,0.09,0.13,0.13,0.01,0.14,0.13,0.14,Matches,,,,,,,
322,Lewis Miley,eng ENG,MF,Newcastle Utd,18-287,2006,5,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
323,James Milner,eng ENG,MF,Brighton,39-039,1986,3,3,169,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21,Matches,,,,,,,
324,Tyrone Mings,eng ENG,DF,Aston Villa,31-336,1993,6,5,468,5.2,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,17,0,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.07,Matches,,,,,,,
325,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-205,2004,19,8,840,9.3,3,2,5,3,0,0,5,0,2.4,2.4,2.9,5.3,41,23,106,0.32,0.21,0.54,0.32,0.54,0.26,0.31,0.57,0.26,0.57,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
326,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-164,1999,24,24,"2,090",23.2,0,3,3,0,0,0,2,0,0.6,0.6,4.2,4.8,45,48,121,0.00,0.13,0.13,0.00,0.13,0.03,0.18,0.21,0.03,0.21,Matches,,,,,,,
327,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-268,1997,24,21,"1,890",21.0,5,3,8,5,0,0,0,0,5.1,5.1,4.3,9.3,110,66,230,0.24,0.14,0.38,0.24,0.38,0.24,0.20,0.44,0.24,0.44,Matches,,,,,,,
328,Jakub Moder,pl POL,MF,Brighton,25-311,1999,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,1.45,1.45,0.00,1.45,Matches,,,,,,,
329,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-185,2007,7,2,185,2.1,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,9,7,30,0.00,0.49,0.49,0.00,0.49,0.10,0.16,0.26,0.10,0.26,Matches,,,,,,,
330,Morato,br BRA,DF,Nott'ham Forest,23-227,2001,17,3,534,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,10,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,
331,Álex Moreno,es ESP,DF,Nott'ham Forest,31-249,1993,13,10,813,9.0,0,1,1,0,0,0,2,0,0.2,0.2,1.0,1.1,24,29,28,0.00,0.11,0.11,0.00,0.11,0.02,0.11,0.12,0.02,0.12,Matches,,,,,,,
332,Sam Morsy,eg EGY,MF,Ipswich Town,33-155,1991,22,21,"1,903",21.1,1,1,2,1,0,0,7,0,0.3,0.3,0.7,1.0,10,86,9,0.05,0.05,0.09,0.05,0.09,0.01,0.03,0.05,0.01,0.05,Matches,,,,,,,
333,Yerson Mosquera,co COL,DF,Wolves,23-286,2001,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches,,,,,,,
334,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-033,1999,8,4,247,2.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,2,8,5,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.18,0.14,0.18,Matches,,,,,,,
335,Divin Mubama,eng ENG,FW,Manchester City,20-110,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,,,,,,,
336,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-038,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.00,0.00,0.00,0.00,0.00,0.15,0.58,0.73,0.15,0.73,Matches,,,,,,,
337,Rodrigo Muniz,br BRA,FW,Fulham,23-284,2001,23,5,672,7.5,4,1,5,4,0,0,1,0,3.7,3.7,0.6,4.3,4,18,25,0.54,0.13,0.67,0.54,0.67,0.50,0.08,0.58,0.50,0.58,Matches,,,,,,,
338,Daniel Muñoz,co COL,DF,Crystal Palace,28-262,1996,23,23,"1,983",22.0,2,3,5,2,0,0,5,0,3.5,3.5,3.6,7.1,30,56,135,0.09,0.14,0.23,0.09,0.23,0.16,0.16,0.32,0.16,0.32,Matches,,,,,,,
339,Arijanet Muric,xk KVX,GK,Ipswich Town,26-097,1998,18,18,"1,620",18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
340,Murillo,br BRA,DF,Nott'ham Forest,22-223,2002,23,23,"2,028",22.5,1,0,1,1,0,0,5,0,1.1,1.1,1.1,2.1,12,68,4,0.04,0.00,0.04,0.04,0.04,0.05,0.05,0.09,0.05,0.09,Matches,,,,,,,
341,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-354,1995,21,17,"1,341",14.9,4,7,11,4,0,0,2,0,2.6,2.6,6.3,8.9,47,53,128,0.27,0.47,0.74,0.27,0.74,0.18,0.42,0.60,0.18,0.60,Matches,,,,,,,
342,Vitaliy Mykolenko,ua UKR,DF,Everton,25-259,1999,21,21,"1,822",20.2,0,0,0,0,0,0,2,0,0.4,0.4,1.2,1.6,22,71,51,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches,,,,,,,
343,Iliman Ndiaye,sn SEN,FW,Everton,24-343,2000,23,21,"1,853",20.6,6,0,6,5,1,1,3,0,3.6,2.8,1.5,4.3,71,38,95,0.29,0.00,0.29,0.24,0.24,0.17,0.07,0.25,0.14,0.21,Matches,,,,,,,
344,Wilfred Ndidi,ng NGA,MF,Leicester City,28-058,1996,15,15,"1,215",13.5,0,4,4,0,0,0,4,0,1.4,1.4,1.4,2.8,9,37,49,0.00,0.30,0.30,0.00,0.30,0.10,0.10,0.20,0.10,0.20,Matches,,,,,,,
345,Kosta Nedeljković,rs SRB,DF,Aston Villa,19-058,2005,5,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
346,Reiss Nelson,eng ENG,FW,Arsenal,25-064,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
347,Reiss Nelson,eng ENG,FW,Fulham,25-064,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.20,0.18,0.39,0.20,0.39,Matches,,,,,,,
348,Neto,br BRA,GK,Bournemouth,35-208,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
349,Pedro Neto,pt POR,FW,Chelsea,24-340,2000,21,11,"1,130",12.6,2,2,4,2,0,0,6,0,1.1,1.1,2.6,3.7,75,25,109,0.16,0.16,0.32,0.16,0.32,0.09,0.21,0.30,0.09,0.30,Matches,,,,,,,
350,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-258,1999,17,6,627,7.0,0,1,1,0,0,0,3,0,1.7,1.7,1.3,3.0,30,13,51,0.00,0.14,0.14,0.00,0.14,0.24,0.18,0.42,0.24,0.42,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
351,Christopher Nkunku,fr FRA,FW,Chelsea,27-090,1997,20,3,462,5.1,2,1,3,2,0,0,1,0,4.0,4.0,1.7,5.6,8,12,40,0.39,0.19,0.58,0.39,0.58,0.77,0.33,1.09,0.77,1.09,Matches,,,,,,,
352,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-169,1998,16,10,890,9.9,0,4,4,0,0,0,2,0,0.5,0.5,2.9,3.4,39,34,121,0.00,0.40,0.40,0.00,0.40,0.05,0.29,0.34,0.05,0.34,Matches,,,,,,,
353,Darwin Núñez,uy URU,FW,Liverpool,25-233,1999,18,7,825,9.2,4,2,6,4,0,0,6,0,3.4,3.4,0.9,4.3,19,18,59,0.44,0.22,0.65,0.44,0.65,0.37,0.10,0.47,0.37,0.47,Matches,,,,,,,
354,Ethan Nwaneri,eng ENG,"MF,FW",Arsenal,17-328,2007,14,3,291,3.2,3,0,3,3,0,0,1,0,0.5,0.5,0.3,0.8,14,11,24,0.93,0.00,0.93,0.93,0.93,0.17,0.08,0.25,0.17,0.25,Matches,,,,,,,
355,Christian Nørgaard,dk DEN,MF,Brentford,30-339,1994,21,21,"1,695",18.8,2,2,4,2,0,0,4,1,2.4,2.4,0.5,3.0,9,87,30,0.11,0.11,0.21,0.11,0.21,0.13,0.03,0.16,0.13,0.16,Matches,,,,,,,
356,Jake O'Brien,ie IRL,DF,Everton,23-273,2001,6,3,311,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,
357,Matt O'Riley,dk DEN,MF,Brighton,24-083,2000,11,5,468,5.2,1,1,2,1,0,0,1,0,1.2,1.2,1.2,2.4,9,22,25,0.19,0.19,0.38,0.19,0.38,0.23,0.23,0.46,0.23,0.46,Matches,,,,,,,
358,Dara O'Shea,ie IRL,DF,Ipswich Town,25-345,1999,21,21,"1,862",20.7,0,0,0,0,0,0,5,0,0.8,0.8,0.0,0.8,3,51,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,
359,Wilson Odobert,fr FRA,FW,Tottenham,20-076,2004,3,2,162,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,13,10,18,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.27,0.23,0.27,Matches,,,,,,,
360,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-287,1997,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,
361,Caleb Okoli,it ITA,DF,Leicester City,23-214,2001,14,9,831,9.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,26,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,
362,Robin Olsen,se SWE,GK,Aston Villa,35-035,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
363,Amadou Onana,be BEL,MF,Aston Villa,23-180,2001,17,14,"1,079",12.0,2,0,2,2,0,0,4,0,1.8,1.8,0.2,2.0,13,36,10,0.17,0.00,0.17,0.17,0.17,0.15,0.02,0.17,0.15,0.17,Matches,,,,,,,
364,André Onana,cm CMR,GK,Manchester Utd,28-316,1996,24,24,"2,160",24.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,,
365,Paul Onuachu,ng NGA,FW,Southampton,30-260,1994,14,6,544,6.0,2,0,2,2,0,0,1,0,1.7,1.7,0.3,1.9,5,7,15,0.33,0.00,0.33,0.33,0.33,0.28,0.05,0.32,0.28,0.32,Matches,,,,,,,
366,Frank Onyeka,ng NGA,MF,Brentford,27-042,1998,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
367,Lewis Orford,eng ENG,MF,West Ham,18-360,2006,2,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches,,,,,,,
368,Stefan Ortega,de GER,GK,Manchester City,32-098,1992,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
369,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-192,2003,9,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches,,,,,,,
370,Dango Ouattara,bf BFA,FW,Bournemouth,23-001,2002,21,12,"1,241",13.8,6,4,10,6,0,0,1,0,5.8,5.8,4.0,9.8,48,25,132,0.44,0.29,0.73,0.44,0.73,0.42,0.29,0.71,0.42,0.71,Matches,,,,,,,
371,Nico O’Reilly,eng ENG,MF,Manchester City,19-328,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,,,,,,,
372,Cole Palmer,eng ENG,MF,Chelsea,22-282,2002,24,24,"2,099",23.3,14,6,20,11,3,3,4,0,12.3,9.9,8.2,18.1,80,139,124,0.60,0.26,0.86,0.47,0.73,0.53,0.35,0.88,0.43,0.78,Matches,,,,,,,
373,Emerson Palmieri,it ITA,DF,West Ham,30-193,1994,22,21,"1,632",18.1,2,1,3,2,0,0,5,0,1.6,1.6,1.5,3.1,31,45,63,0.11,0.06,0.17,0.11,0.17,0.09,0.08,0.17,0.09,0.17,Matches,,,,,,,
374,Lucas Paquetá,br BRA,"MF,FW",West Ham,27-169,1997,22,19,"1,609",17.9,4,0,4,2,2,2,6,0,4.7,3.2,2.0,5.1,13,87,56,0.22,0.00,0.22,0.11,0.11,0.27,0.11,0.38,0.18,0.29,Matches,,,,,,,
375,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-244,1993,23,20,"1,853",20.6,3,2,5,3,0,0,2,0,1.6,1.6,1.6,3.2,18,121,26,0.15,0.10,0.24,0.15,0.24,0.08,0.08,0.15,0.08,0.15,Matches,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,,
376,Nathan Patterson,sct SCO,"DF,FW",Everton,23-119,2001,7,0,129,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,7,7,0.00,0.00,0.00,0.00,0.00,0.05,0.24,0.29,0.05,0.29,Matches,,,,,,,
377,Andreas Pereira,br BRA,MF,Fulham,29-042,1996,21,16,"1,274",14.2,2,2,4,2,0,1,7,0,3.0,2.2,3.0,5.2,13,75,48,0.14,0.14,0.28,0.14,0.28,0.21,0.21,0.43,0.16,0.37,Matches,,,,,,,
378,Ricardo Pereira,pt POR,DF,Leicester City,31-129,1993,2,2,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
379,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-072,1995,13,10,861,9.6,0,0,0,0,0,0,3,1,0.3,0.3,0.1,0.4,4,36,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,,
380,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23-004,2002,11,2,332,3.7,0,0,0,0,0,0,4,1,0.5,0.5,0.3,0.8,7,4,17,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.20,0.13,0.20,Matches,,,,,,,
381,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,23-004,2002,3,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
382,Jordan Pickford,eng ENG,GK,Everton,30-342,1994,23,23,"2,070",23.0,0,1,1,0,0,0,6,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,
383,Ethan Pinnock,jm JAM,DF,Brentford,31-259,1993,16,16,"1,440",16.0,2,0,2,2,0,0,2,0,0.9,0.9,1.2,2.0,2,33,8,0.12,0.00,0.12,0.12,0.12,0.05,0.07,0.13,0.05,0.13,Matches,,,,,,,
384,Daniel Podence,pt POR,"MF,FW",Wolves,29-114,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,
385,Alfie Pond,eng ENG,DF,Wolves,20-348,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
386,Nick Pope,eng ENG,GK,Newcastle Utd,32-299,1992,15,15,"1,350",15.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
387,Pedro Porro,es ESP,DF,Tottenham,25-152,1999,24,21,"1,988",22.1,2,5,7,2,0,0,2,0,1.5,1.5,2.7,4.1,53,121,82,0.09,0.23,0.32,0.09,0.32,0.07,0.12,0.19,0.07,0.19,Matches,,,,,,,
388,Jarell Quansah,eng ENG,DF,Liverpool,22-014,2003,5,2,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
